Assunto	Pergunta	Resposta Padrão
SESMT	Quais são os efeitos na saúde do trabalhador quando é exposto aos riscos químicos?	Os efeitos relacionados à exposição ao risco químico são diversos e variam de acordo com a substância, tipo e tempo de exposição. Mas os principais são doenças respiratórias crônicas, doenças do sistema nervoso, doenças nos rins e fígado, e alguns tipos de cânceres.
SESMT	O exame RAIO X é prejudicial a saúde? 	Mesmo se tratando de um exame tão comum, o raio-x é categorizado como carcinógeno pela Organização Mundial de Saúde (OMS). A razão está no efeito de muitos exames de raio-x, que podem alterar o DNA humano, causando o câncer. Porém, os benefícios desse exame são maiores do que as consequências que possam surgir. Estudos mostram que o risco de desenvolver a doença aumenta de 0,6 a 1,8%, mas, ainda assim, são valores mínimos comparados aos benefícios. Portanto, a sua realização se faz necessária.
Telemedicina	A BR MED realiza exame clínico por Telemedicina?	Conforme orientação do CFM e da ANAMT, ao médico que atende o trabalhador, é vedado realizar exames médicos ocupacionais com recursos de telemedicina sem proceder o exame clínico direto no colaborador para emissão do ASO.
Triagem Pipefy	Como funciona a triagem do setor de saúde no Pipefy? Quais itens são considerados?	"Todos os cards que são enviados à coluna TRIGEM TÉCNICA (SÁUDE OCUPACIONAL) são analisados considerando os seguintes itens: 

- Verificamos se todos os anexos necessários para elaboração do PCMSO estão inseridos ao card.
           PGR CLIENTE – PGR preferencialmente em Word ou PDF 
           PGR BRMED - PGR Word, Excel e PDF

- Conferimos se os prazos pré-definidos estão de acordo com os inclusos no card. Em caso de urgência, também verificamos se etiqueta específica foi inserida.

- Analisamos se o prazo estabelecido para execução do documento foi respeitado pelo time de Segurança do Trabalho.

- Validamos se a demanda é pertinente ao time de Saúde do Trabalho.

- Separamos os cards por complexidade, sempre considerando os fatores abaixo:
Quantidade de GHE
Tipo de demanda 
PGR CLIENTE ou SEGURANÇA

- Confirmamos se todas as informações necessárias à realização da demanda foram devidamente preenchidas nos campos correspondentes do card, bem como comentários e/ou descrições da atividade a ser realizada.

Nesse sentido, é de extrema importância reforçarmos que a análise de riscos e informações técnicas contidas no PGR serão analisadas apenas durante a elaboração do documento, devido à complexidade e atenção que devem ser dedicadas ao processo.
"
eSocial	Onde devo inserir o documento do eSocial que extraímos do sistema BR NET? Onde conseguiremos o passo a passo?	Temos os manuais dos eventos s-2220 e s-2240 do eSocial, conforme treinamento ministrado durante o mês de Março para a equipe de CS.
Dúvida de Riscos	O que é ABNT?	ABNT é a sigla de Associação Brasileira de Normas Técnicas, um órgão privado e sem fins-lucrativos que se destina a padronizar as técnicas de produção realizadas no país.
Exames	Qual prazo legal de validade do exame toxicológico?	O exame toxicológico é válido por 2 anos. O teste tem validade útil de 90 dias após a realização da coleta.
PCMSO	É necessário a realização do exame de mudança de função quando não existe alteração de riscos?	A NR-7 não prevê mais o exame de função, somente o de mudança de riscos ocupacionais. Dessa forma, não há necessidade de atualização do ASO, pois o documento com a nomenclatura da função "antiga" permanece válido e atesta a aptidão para o trabalho na função nova. Caso o cliente queira, ainda que não seja obrigatório, emitir um novo ASO, será necessário realizar um exame periódico na nova função, e se os exames anteriores estiverem fora do prazo de 90 dias, deverão ser repetidos.
PCMSO	A avaliação de peso e IMC devem ser considerados para as NR-30, 33 e 35?	"Tanto o peso absoluto quanto o IMC devem ser levados em consideração ao
se avaliar a aptidão para determinadas atividades de trabalho, em especial NR-30, 33 e 35. O peso absoluto elevado pode ultrapassar os limites de tolerância
do EPI anti queda. Já o IMC elevado indica grande desproporção entre peso e
altura do colaborador, o que altera o centro de massa corporal e acarreta maior
risco de acidentes como quedas da própria altura e de plataforma elevada,
além de comprometer a aptidão física, limitar o acesso a determinados
ambientes e dificultar o resgate em situações de crise."
PCMSO	Quais são as orientações para casos de desidratação?	"A orientação adequada é a seguinte:
1. Hidratação com água mineral de acordo com a demanda de cada funcionário
2. Praticar rodízio da atividade, diminuir o tempo de exposição do trabalhador
ao sol, disponibilizar área climatizada para descanso, atuar através da
engenharia modificando a temperatura do ambiente, etc.
3. Os isotônicos podem ser oferecidos de forma esporádica aos colaboradores,
já que o uso excessivo pode levar à formação de cálculos renais, hipertensão
arterial, elevação da glicemia e distúrbios hidroeletrolíticos. Dessa forma, não é
recomendada a sua ingestão diária.
4. Esporadicamente, também é possível oferecer água de côco e sucos de
fruta naturais."
PPP 	Quais os dados obrigatórios do Representante Legal da empresa devem constar no PPP?	Devem constar o Nome Completo e CPF. 
Proposta / Upselling	Qual o SLA de envio das propostas de Upsell?	Tier 3: 4 dias / Tier: 2: 3 dias / Tier 1: 2 dias / Exames: mesmo dia útil / Urgências sinalizar e negociar com a área de sales (Natália saramago)
eSocial	Por que o CNPJ de terceiros é um item obrigatório ? 	"Não vemos essa informação como padrão obrigatório, visto que para definir se usaremos o CNPJ do terceiro precisamos entender em qual estabelecimento os trabalhadores dessa empresa exercem suas atividades laborais (informação localAmb do eSocial). 
Precisamos entender se os trabalhadores constituídos nesse documento exercem suas atividades no estabelecimento do empregador ou de empresa contratante de serviço; Quando dizemos que este item não deve ser um padrão obrigatório, estamos nos referindo que nem sempre este dado será um impeditivo para a elaboração das aplicações do eSocial de nossos clientes."
Prontuários	O que é o serviço de Gestão e Guarda de Arquivos?	Este serviço é referente ao recebimento da guarda dos prontuários dos colaboradores ativos da empresa cliente. Geralmente na fase de negociação esse tema é abordado para devida tratativa e precificação.
PCMSO	Quais são os exames realizados com maior frequência?	"Os exames mais realizados comumente são Clínico ocupacional, Acuidade Visual com senso cromático, Audiometria tonal, Avaliação Psicológica, Eletrocardiograma, Eletroencefalograma, Espirometria, Glicemia, Hemograma Completo com plaquetas, Radiografia de Tórax padrão OIT e Homologação de Atestado.
Reforçamos ainda, que os exames estão diretamente relacionados aos riscos e com as normativas da NR-7. Portanto, a seleção dos exames não pode ser realizada utilizando os critérios de exames realizados com frequencia, mas sim após uma análise criteriosa do reconhecimento de riscos identificados no PGR.
"
LTCAT	Quais são as avaliações quantitativas realizados com maior frequência?	Dosimetria de Ruído, Avaliação de Calor, PNOS Inalável, PNOS Respirável, Poeira Mineral de Sílica, Fumos Metálicos, Poeira Metálica, BTXE, Vapores Orgânicos e Vibração.
Proposta / Upselling	Qual a validade de nossa proposta comercial?	A validade é de 30 dias.
PCMSO	Temos um modelo de carta de transferência de prontuários?	Sim, nesses casos o responsável do time CS deve criar um card de demanda no PIPEFY com o serviço de CONSULTORIA PRODUÇÃO (DÚVIDAS TECNICAS) com as informações para preenchimento. O time saúde irá anexar no próprio card a carta para que o responsável do time CS de prosseguimento ao processo de transferência.
PGR	Quando o cliente faz alteração de quantitativo de funcionários com certa frequência, como podemos deixá-lo resguardado com relação ao PGR?	Pode ser feita a inclusão de uma nota informando que a quantidade poderá sofrer alteração durante a vigência do PGR.
PGR	Quais os segmentos que demandam PGR's mais específicos?	"NR-1, NR-18, NR-22  NR-29 e NR-30 com seus respectivos anexos.
"
Norma Regulamentadora	Qual a norma regulamentadora que orienta sobre multa e/ou penalidades a serem aplicadas em caso de scumprimento da legislação de SST?	É a norma regulamentadora NR-28 Fiscalização e Penalidades. . https://www.gov.br/trabalho-e-previdencia/pt-br/acesso-a-informacao/participacao-social/conselhos-e-orgaos-colegiados/ctpp/normas-regulamentadora/normas-regulamentadoras-vigentes/norma-regulamentadora-no-28-nr-28
Norma Regulamentadora	De que se trata o Anexo I da NR-28?	Esse anexo da NR-28 fala sobre sobre a gradação de multas.
Norma Regulamentadora	De que se trata o Anexo IA da NR-28?	Esse anexo da NR-28 fala sobre a gradação de multas específicas de trabalho portuário (Norma Regulamentadora nº 29 – Segurança e Saúde no Trabalho Portuário);
Norma Regulamentadora	De que se trata o Anexo II da NR-28?	"Esse anexo da NR-28 elenca as possíveis infrações às disposições das normas regulamentadoras. O Anexo II operacionaliza a aplicação de penalidades por parte da auditoria fiscal do trabalho. Nesse anexo, para cada norma regulamentadora, há um quadro, com quatro colunas: 
1ª coluna: o item da norma;
2ª coluna: o código (remete a uma ementa, que é a descrição da conduta irregular);
3ª coluna: a gradação da infração (de 1 a 4);
4ª coluna: o tipo da infração (S – segurança do trabalho ou M – medicina do trabalho)."
Mapa de Risco	Qual a vigência do Mapa de Riscos?	"Não há validade estabelecida para o mapa de risco, mas é fundamental que ele seja atualizado sempre que houver alteração no processo produtivo ou no ambiente de trabalho. Por exemplo, adoção de procedimentos, chegada de equipamentos, mudança na disposição das instalações, etc.

O mapa de risco deve ser feito anualmente, toda vez que se renova a CIPAA. A exigência faz parte da NR-5. Por isso, certifique-se que seu posto já tenha a representação gráfica dos riscos de acidentes"
Exame Toxicologico	Qual a marca do teste rápido Multidrogas?	O teste Multidrogas utilizado atualmente pela BR MED é do fornecedor Assure Tech, contemplando 8 tipos  de drogas.
Exame Toxicologico	Quais são as drogas analisadas no teste rápido Multidrogas?	"COCAINA (COC) – 300ng/ml
MACONHA (THC) – 50ng/ml
ANFETAMINA (AMP) – 1000ng/ml
METANFETAMINA (MET) - 1000ng/ml
OPIÁCEO (OPI) – 2000ng/ml
FENCICLIDINA (PCP) – 25ng/ml
BENZODIAZENINOS (BZO) – 300ng/ml
ANTIDEPRESSIVOS TRICICLICOS (TCA) – 1000ng/ml
ECSTASY (MDMA) – 500ng/ml
BARBITURICOS (BAR) – 300ng/ml
METADONA (MTD) - 300ng/ml
MOREINA (MOR) - 300ng/ml
"
Exame Toxicologico	Qual da janela de detecção por drogra no teste rápido Multidrogas?	"-Canabinoide - Janela de detecção 1 - 4 dias
- Cocaína - Janela de detecção 2 - 3 dias
- Opiáceo - Janela de detecção 2 - 3 dias
- Morfina  - Janela de detecção 2 - 3 dias
- Fenciclidina - Janela de detecção 3 - 5 dias
- Benzodiazepínicos - Janela de detecção entre 24h e 7 dias
- Anfetamina - Janela de detecção 1 - 3 dias
- Metanfetamina - Janela de detecção 1 - 3 dias
- Metadona - Janela de detecção 1 - 2 dias
- Barbitúrico - Janela de detecção 1 - 7 dias
- Tramadol - Janela de detecção 3 - 5 dias
- Antidepressivos tricíclicos
     Dose terapêutica: 1 - 3 dias
     Dose de manutenção - 10 - 12 dias"
Exame Toxicologico	Temos o teste rápido de multi-drogas em todas as Filiais? 	Atualmente não temos esse teste rápido em estoque, como o mesmo possui prazo de validade, precisamos de volumetria para não ter desperdícios, o prazo para entrega no teste, pode variar com disponibilidade do fornecedor.
EXAMES	Ainda é necessário fazer o exame de retorno ao trabalho, após licença maternidade? Se sim, quando deve ser realizado?	"Não, o ASO de retorno ao trabalho após licença maternidade não é mais exigido pela legislação.
A mudança foi aprovada com a publicação da Portaria 6.732/2020, que entrou em vigor em março de 2021.
A norma alterou a NR-7, estabelecendo, em seu item 7.5.9, que:
“No exame de retorno ao trabalho, o exame clínico deve ser realizado antes que o empregado reassuma suas funções, quando ausente por período igual ou superior a 30 (trinta) dias por motivo de doença ou acidente, de natureza ocupacional ou não”.
Portanto, o texto restringiu a obrigatoriedade do ASO de retorno ao trabalho a doenças ou acidentes, excluindo a licença maternidade e outras situações.
Então, não há necessidade de exames após a licença maternidade para que a colaboradora reassuma suas responsabilidades na empresa.
Mas a BR MED orienta que seja nesses casos, visando um controle melhor a saúde dessa colaboradores que está retornando suas atividades seja realizado o exame periódico antecipadamente."
Exames	Qual a diferença entre os exames de avaliação psicológica e avaliação psicossocial? Como são realizados?	"Avaliação psicossocial - Compreende aspectos relacionados ao perfil do indivíduo, tendo como foco a estrutura psicológica em interface com suas relações sociais correlacionados com questões ocupacionais. O objetivo é investigar fatores individuais e organizacionais que podem afetar a saúde da(o/e) trabalhador(a/e) em relação aos aspectos psicossociais. Deve ser realizada principalmente em profissionais que irão atuar em áreas com a presença de possíveis riscos psicossociais, de acordo com as normas regulamentadoras (NRs). 

Avaliação psicológica - É um método de avaliação utilizado por psicólogos e tem como objetivo analisar os traços de personalidade e características psicológicas dos indivíduos. Tem a finalidade de levantar características para entender como um candidato administra seu tempo, qual o nível de concentração de um profissional, entre outros diferentes tipos de avaliação. Quando realizada, ela é composta por instrumentos como entrevistas, testes psicológicos, questionários de avaliação psicossocial, entre outros, com pauta no objetivo das características psicológicas a serem investigadas."
Agendamento	Quando solicitar o agendamento de EXAMES COMPLEMENTARES no sistema?	"É orientado a agendar no BRNET exames complementares quando:
1- for necessário agendamento de exames que não fazem parte do PCMSO do cliente.
2- em casos de repetição por alteração de exames."
Expedição	Quais os prazos para liberação de ASOs em Filial e Credenciada?	Os prazos para a liberação do ASO variam de acordo com a grade de exames do colaborador, tanto para filial, quando para credenciada. O sistema mostra uma PRÉVIA DE LIBERAÇÃO no ato do agendamento.
